# PPpacket same-sized (centered)
-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201,-1.02201
-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209,-1.04209
-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06117,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06117,-1.06118,-1.06117,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118,-1.06118
-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929,-1.07929
-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647,-1.09647
-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272,-1.11272
-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807,-1.12807
-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255,-1.14255
-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619,-1.15619
-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901,-1.16901
